,url,title,author,num_ratings,avg_rating
156,https://www.goodreads.com/book/show/19501.Eat_Pray_Love,"Eat, Pray, Love",Elizabeth Gilbert,"1,505,513", 3.57 
157,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest,The Importance of Being Earnest,Oscar Wilde,"307,072", 4.18 
158,https://www.goodreads.com/book/show/6867.Atonement,Atonement,Ian McEwan,"447,156", 3.91 
159,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,Their Eyes Were Watching God,Zora Neale Hurston,"271,251", 3.94 
160,https://www.goodreads.com/book/show/7190.The_Three_Musketeers,"The Three Musketeers (The D'Artagnan Romances, #1)",Alexandre Dumas,"278,238", 4.07 
161,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,"381,076", 3.98 
162,https://www.goodreads.com/book/show/2282133.Frostbite,"Frostbite (Vampire Academy, #2)",Richelle Mead,"317,731", 4.26 
163,https://www.goodreads.com/book/show/32929.Goodnight_Moon,Goodnight Moon,Margaret Wise Brown,"313,152", 4.28 
164,https://www.goodreads.com/book/show/12067.Good_Omens,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"561,124", 4.24 
165,https://www.goodreads.com/book/show/7784.The_Lorax,The Lorax,Dr. Seuss,"291,351", 4.33 
166,https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"2,399,876", 4.36 
167,https://www.goodreads.com/book/show/5996153-blood-promise,"Blood Promise (Vampire Academy, #4)",Richelle Mead,"283,775", 4.31 
168,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,Tess of the D'Urbervilles,Thomas Hardy,"241,916", 3.81 
169,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"765,366", 4.39 
170,https://www.goodreads.com/book/show/18335634-clockwork-princess,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"351,714", 4.56 
171,https://www.goodreads.com/book/show/4900.Heart_of_Darkness,Heart of Darkness,Joseph Conrad,"424,903", 3.43 
172,https://www.goodreads.com/book/show/1078.The_Good_Earth,"The Good Earth (House of Earth, #1)",Pearl S. Buck,"225,543", 3.99 
173,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,A Midsummer Night's Dream,William Shakespeare,"449,418", 3.95 
174,https://www.goodreads.com/book/show/2547.The_Prophet,The Prophet,Kahlil Gibran,"241,109", 4.22 
175,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"711,465", 4.34 
176,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"775,590", 4.24 
177,https://www.goodreads.com/book/show/40605251-the-mists-of-avalon,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,"195,281", 4.11 
178,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,The Joy Luck Club,Amy Tan,"603,769", 3.93 
179,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland,Alice in Wonderland,Jane Carruth,"381,689", 4.02 
180,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,The Call of the Wild,Jack London,"349,871", 3.88 
181,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull,Jonathan Livingston Seagull,Richard Bach,"207,155", 3.84 
182,https://www.goodreads.com/book/show/2175.Madame_Bovary,Madame Bovary,Gustave Flaubert,"260,806", 3.68 
183,https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,"190,800", 4.48 
184,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,Bridge to Terabithia,Katherine Paterson,"455,867", 4.01 
185,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,The Phantom Tollbooth,Norton Juster,"251,195", 4.18 
186,https://www.goodreads.com/book/show/6186357-the-maze-runner,"The Maze Runner (The Maze Runner, #1)",James Dashner,"1,095,644", 4.03 
187,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_,"Oh, the Places You'll Go!",Dr. Seuss,"337,949", 4.35 
188,https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"822,564", 4.24 
189,https://www.goodreads.com/book/show/27712.The_Neverending_Story,The Neverending Story,Michael Ende,"171,928", 4.16 
190,https://www.goodreads.com/book/show/18254.Oliver_Twist,Oliver Twist,Charles Dickens,"325,550", 3.87 
191,https://www.goodreads.com/book/show/338798.Ulysses,Ulysses,James Joyce,"112,973", 3.73 
192,https://www.goodreads.com/book/show/295.Treasure_Island,Treasure Island,Robert Louis Stevenson,"410,181", 3.83 
193,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,"2,001,619", 3.66 
194,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear,The Clan of the Cave Bear,Jean M. Auel,"232,928", 4.06 
195,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"676,779", 4.53 
196,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales,The Canterbury Tales,Geoffrey Chaucer,"191,925", 3.50 
197,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,The World According to Garp,John Irving,"206,812", 4.09 
198,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,A Farewell to Arms,Ernest Hemingway,"267,374", 3.81 
199,https://www.goodreads.com/book/show/58696.David_Copperfield,David Copperfield,Charles Dickens,"202,012","really liked it
 4.00 "
200,https://www.goodreads.com/book/show/6350972-tote-m-dchen-l-gen-nicht,Tote Mädchen lügen nicht,Jay Asher,"790,776", 3.91 
201,https://www.goodreads.com/book/show/37442.Wicked,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,"578,517", 3.54 
202,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"397,404", 4.18 
203,https://www.goodreads.com/book/show/402093.Sh_gun,"Shōgun (Asian Saga, #1)",James Clavell,"149,306", 4.39 
