url,title,author,num_ratings,avg_rating,awards,original_publish_year,norm_mean,norm_max_min
https://www.goodreads.com/book/show/2800905-the-summoning,Angels & Demons,Kelley Armstrong,159282,4,,2000,4.195,10.0
https://www.goodreads.com/book/show/960.Angels_Demons,"Cry, the Beloved Country",Dan Brown,2730931,3,,1948,-4.805,1.0
https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country,Johnny Got His Gun,Alan Paton,68903,3,,1939,-4.805,1.0
https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun,Chocolat,Dalton Trumbo,34850,4,3.0,1999,4.195,10.0
https://www.goodreads.com/book/show/47401.Chocolat,The Woman in White,Joanne Harris,115333,3,,1859,-4.805,1.0
https://www.goodreads.com/book/show/5890.The_Woman_in_White,All the Bright Places,Wilkie Collins,134449,3,,2015,-4.805,1.0
https://www.goodreads.com/book/show/18460392-all-the-bright-places,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Jennifer Niven,317896,4,,2006,4.195,10.0
https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,Greg Mortenson,330720,3,,2009,-4.805,1.0
https://www.goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set,2001: A Space Odyssey,Cassandra Clare,65266,4,,1968,4.195,10.0
https://www.goodreads.com/book/show/70535.2001,Halfway to the Grave,Arthur C. Clarke,265245,4,,2007,4.195,10.0
https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave,Perfect Chemistry,Jeaniene Frost,139767,4,,2008,4.195,10.0
https://www.goodreads.com/book/show/4268157-perfect-chemistry,Unwind,Simone Elkeles,242877,4,9.0,2007,4.195,10.0
https://www.goodreads.com/book/show/764347.Unwind,A Discovery of Witches,Neal Shusterman,197588,4,,2011,4.195,10.0
https://www.goodreads.com/book/show/8667848-a-discovery-of-witches,Trainspotting,Deborah Harkness,383678,4,,1993,4.195,10.0
https://www.goodreads.com/book/show/135836.Trainspotting,The Truth About Forever,Irvine Welsh,155953,4,,2004,4.195,10.0
https://www.goodreads.com/book/show/51737.The_Truth_About_Forever,Just Listen,Sarah Dessen,211394,4,,2006,4.195,10.0
https://www.goodreads.com/book/show/51738.Just_Listen,The Polar Express,Sarah Dessen,235363,4,,1985,4.195,10.0
https://www.goodreads.com/book/show/420282.The_Polar_Express,Are You My Mother?,Chris Van Allsburg,214942,4,,1960,4.195,10.0
https://www.goodreads.com/book/show/197084.Are_You_My_Mother_,Cannery Row,P.D. Eastman,217299,4,,1945,4.195,10.0
https://www.goodreads.com/book/show/4799.Cannery_Row,Sarah's Key,John Steinbeck,113537,4,,2006,4.195,10.0
https://www.goodreads.com/book/show/556602.Sarah_s_Key,Swann's Way,Tatiana de Rosnay,426359,4,2.0,1913,4.195,10.0
https://www.goodreads.com/book/show/12749.Swann_s_Way,Much Ado About Nothing,Marcel Proust,48978,4,,1598,4.195,10.0
https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing,Ishmael,William Shakespeare,217858,4,,1992,4.195,10.0
